Front,Back,Chapter,Section,Tags
"**35.** Can an MOS request a breathalyzer test from a diplomat suspected of DWI?

A) A) No, this would violate diplomatic immunity
B) B) Yes, and the diplomat must comply
C) C) Yes, the MOS may ask, but the diplomat may refuse
D) D) Only with approval from the Intelligence Division","**Answer: C**

Per P.G. 212-56, MOS may ASK a diplomat to take a sobriety test (breathalyzer), but the diplomat is entitled to REFUSE. The request and response must be documented in the Activity Log and Unusual Occurrence Report.","Command Operations","212",chapter_212 212_command_operations
"**1.** Under P.G. 215-09, a Juvenile Delinquent is defined as a person who is:

A) A) At least 7 years of age but less than 16 years of age
B) B) At least 12 years of age but less than 18 years of age
C) C) At least 13 years of age but less than 18 years of age
D) D) At least 10 years of age but less than 16 years of age","**Answer: B**

P.G. 215-09 — A Juvenile Delinquent is a person who is at least 12 but less than 18 years of age who commits an act that would be a crime if committed by an adult. The exception is for homicide offenses, where a child under 12 may also be classified as a JD.","Juvenile Matters","215",chapter_215 215_juvenile_matters
"**2.** When processing an arrest of a juvenile under P.G. 215-09, what unit must be contacted BEFORE beginning the arrest process?

A) A) Special Victims Unit
B) B) Borough Child Abuse Squad
C) C) Juvenile Strategies Unit
D) D) School Safety Division Operations Unit","**Answer: C**

P.G. 215-09 — The Juvenile Strategies Unit must be contacted BEFORE beginning the arrest process for a juvenile delinquent. This is a mandatory step that cannot be skipped.","Juvenile Matters","215",chapter_215 215_juvenile_matters
"**3.** Under P.G. 215-09, a juvenile's parent/guardian objects to questioning but the juvenile states willingness to speak. What should the officer do?

A) A) Proceed with questioning since the juvenile consented
B) B) Continue questioning with the parent/guardian removed from the room
C) C) Not question the juvenile — the parent's objection overrides the juvenile's consent
D) D) Contact Corporation Counsel for guidance before proceeding","**Answer: C**

P.G. 215-09 — If the parent/guardian objects to questioning OR requests an attorney, NO questioning is permitted, even if the juvenile is willing to speak. The parent's objection controls.","Juvenile Matters","215",chapter_215 215_juvenile_matters
"**4.** Under P.G. 215-09, Miranda warnings for a juvenile must be administered using which form, and who must be present?

A) A) PD244-159, with the juvenile's attorney present
B) B) PD244-1413, with the parent/guardian present
C) C) PD377-154, with the desk officer present
D) D) PD244-1413, with the patrol supervisor present","**Answer: B**

P.G. 215-09 — Miranda warnings must be read using MIRANDA WARNINGS FOR JUVENILE INTERROGATIONS (PD244-1413) with the parent/guardian present. Both the juvenile AND the parent/guardian must be advised of rights.","Juvenile Matters","215",chapter_215 215_juvenile_matters
"**5.** Under P.G. 215-17, prior to effecting an arrest at a DOE school, which unit must be notified?

A) A) School Safety Division Counterterrorism Unit
B) B) Borough Command
C) C) School Safety Division Operations Unit
D) D) Special Victims Unit","**Answer: C**

P.G. 215-17 — The School Safety Division Operations Unit must be notified PRIOR to any arrest at a DOE school, and a log number must be obtained.","Juvenile Matters","215",chapter_215 215_juvenile_matters
"**6.** Under P.G. 215-17, arrests of students for off-campus incidents should be:

A) A) Made at the school to minimize disruption to the community
B) B) Effected off school property whenever possible
C) C) Made only with the written consent of the school principal
D) D) Deferred until the student reaches age 18","**Answer: B**

P.G. 215-17 — Arrests of students for off-campus incidents should be effected OFF school property when possible. On-campus arrests are reserved for specific qualifying offenses.","Juvenile Matters","215",chapter_215 215_juvenile_matters
"**7.** Under P.G. 215-18, School Safety Agents conduct searches under what authority and legal standard?

A) A) Independent police authority; probable cause
B) B) On behalf of the principal/designee; reasonable suspicion
C) C) Under ACS supervision; preponderance of evidence
D) D) As peace officers; probable cause","**Answer: B**

P.G. 215-18 — School Safety Agents conduct searches on behalf of the principal/designee (except in emergencies) under the reasonable suspicion standard. They do not have independent police search authority.","Juvenile Matters","215",chapter_215 215_juvenile_matters
"**8.** Which of the following is TRUE regarding School Safety Agent searches under P.G. 215-18?

A) A) Strip-searches are permitted with supervisor approval
B) B) Same-gender searches are preferred but not required
C) C) Strip-searches are absolutely prohibited under any circumstances
D) D) Searches may only be conducted with a court order","**Answer: C**

P.G. 215-18 — Strip-searches of students are absolutely prohibited regardless of the circumstances. Same-gender searches are required to the maximum extent possible.","Juvenile Matters","215",chapter_215 215_juvenile_matters
"**9.** Under P.G. 215-14, when a child under 11 is a victim of abuse, the desk officer must notify:

A) A) Precinct detective squad, then ACS
B) B) Special Victims Unit, then the appropriate borough Child Abuse Squad
C) C) Missing Persons Squad, then SVU
D) D) Borough Command, then the precinct detective squad","**Answer: B**

P.G. 215-14 — For a child under 11 who is a victim of abuse, the desk officer must notify the Special Victims Unit first, then the appropriate borough Child Abuse Squad. ACS Instant Response Team must also be notified when a child is removed or an arrest is made.","Juvenile Matters","215",chapter_215 215_juvenile_matters
"**10.** Under P.G. 215-02, a lost child who may be a victim of abuse is 13 years old. Who should the desk officer notify regarding the potential abuse?

A) A) Special Victims Unit
B) B) Precinct detective squad
C) C) ACS Instant Response Team only
D) D) Missing Persons Squad only","**Answer: B**

P.G. 215-02 — For suspected abuse cases, the desk officer notifies the precinct detective squad if the child is 11 years of age or older, or SVU if under 11. Since this child is 13, the precinct detective squad is the correct notification. However, for any sex crime allegations regardless of age, SVU is notified.","Juvenile Matters","215",chapter_215 215_juvenile_matters
"**11.** Under P.G. 215-22, the radio code designated for ""Request for Assistance to ACS Child Protection Specialists"" is:

A) A) 10-84
B) B) 10-13
C) C) 10-68A
D) D) 10-85","**Answer: C**

P.G. 215-22 — Radio code 10-68A has been created specifically for ""Request for Assistance to ACS Child Protection Specialists."" When an ACS CPS appears at a police facility requesting assistance, the desk officer ensures a 10-68A code is dispatched.","Juvenile Matters","215",chapter_215 215_juvenile_matters
"**12.** Under P.G. 215-28, a 3-year-old child being transported in a Department vehicle must be placed in:

A) A) A booster seat in the front passenger seat
B) B) A rear-facing car seat in the back seat
C) C) A child car seat in the back seat
D) D) A regular seat belt in the back seat","**Answer: C**

P.G. 215-28 — Children under 4 years of age require a child car seat, and children under 2 require a rear-facing child car seat. A 3-year-old requires a child car seat (not necessarily rear-facing since the child is 2 or older). Both child car seats and booster seats must be placed in the back seat only.","Juvenile Matters","215",chapter_215 215_juvenile_matters
"**13.** Under P.G. 215-27, before taking enforcement action regarding a school-related threat, an officer must first confer with:

A) A) School Safety Division Operations Unit
B) B) Borough Command
C) C) School Safety Division Counterterrorism Unit
D) D) The school principal only","**Answer: C**

P.G. 215-27 — The School Safety Division Counterterrorism Unit must be consulted BEFORE any enforcement action on school-related threats. This unit serves as the central repository of all school threats. The Commanding Officer makes the final determination.","Juvenile Matters","215",chapter_215 215_juvenile_matters
